x,y
1.0,0.0
0.99009901,0.09900990100000001
0.9704930892059602,0.19605920992059606
0.9414724440663457,0.29020645432723063
0.9034176227900755,0.38054821660623817
0.8567948530696452,0.4662277019132027
0.8021505776536951,0.5464427596785721
0.7401052498143522,0.6204532846600074
0.6713464574681339,0.6875879304068208
0.5966214506754203,0.7472500754743627
0.5167291524107883,0.7989229907154416
0.4325117368216238,0.842174164397604
0.34484586264087996,0.876658750661692
0.25463365196619214,0.9021221158583111
0.1627935062454916,0.9184014664828604
0.07025085201176869,0.9254265516840372
-0.022071091311072683,0.92321944255293
-0.11326043034193402,0.9118933995187366
-0.202425514250733,0.8916508480936634
-0.2887035625630604,0.8627804918373573
-0.37126892169592673,0.8256535996677646
-0.44934087215265,0.7807195124524996
-0.5221909135268461,0.7285004210998149
-0.5891494603569765,0.6695854750641173
-0.6496118883690274,0.6046242862272145
-0.7030438776753324,0.5343198984596813
-0.7489860069874109,0.4594212977609402
-0.7870575607712695,0.3807155416838133
-0.816959519443209,0.2990195897394924
-0.8384767110889452,0.21517191863059787
-0.8514791117036442,0.13002400746023346
-0.8559222939973041,0.04443177806050304
-0.8518469977102072,-0.040752921710517684
-0.8393779264010822,-0.12469071435062591
-0.8187216387867803,-0.20656287822930394
-0.7901637141111733,-0.28557924964042125
-0.7540651381304225,-0.3609857634534635
-0.7108579823974935,-0.43207156169321287
-0.6610404225062669,-0.4981756039438396
-0.6051711511645175,-0.5586927190602913
-0.5438632474036615,-0.6130790438006575
-0.4777775680109516,-0.6608568006017527
-0.4076157313459514,-0.7016183737363478
-0.334112767044254,-0.7350296504407733
-0.25802950769170063,-0.7608326012099433
-0.1801448003538038,-0.7788470812453238
-0.10124761685755741,-0.7889718429310795
-0.022129141944105007,-0.79118475712549
0.056425082153511205,-0.7855422489101388
0.13364287748972808,-0.772177961161166
0.20877294341290198,-0.7513006668198758
