t,x,y
0.0,1.0,0.0
0.1,0.99009901,0.09900990100000001
0.2,0.9704930892059602,0.19605920992059606
0.30000000000000004,0.9414724440663457,0.29020645432723063
0.4,0.9034176227900755,0.38054821660623817
0.5,0.8567948530696452,0.4662277019132027
0.6,0.8021505776536951,0.5464427596785721
0.7,0.7401052498143522,0.6204532846600074
0.7999999999999999,0.6713464574681339,0.6875879304068208
0.8999999999999999,0.5966214506754203,0.7472500754743627
0.9999999999999999,0.5167291524107883,0.7989229907154416
1.0999999999999999,0.4325117368216238,0.842174164397604
1.2,0.34484586264087996,0.876658750661692
1.3,0.25463365196619214,0.9021221158583111
1.4000000000000001,0.1627935062454916,0.9184014664828604
1.5000000000000002,0.07025085201176869,0.9254265516840372
1.6000000000000003,-0.022071091311072683,0.92321944255293
1.7000000000000004,-0.11326043034193402,0.9118933995187366
1.8000000000000005,-0.202425514250733,0.8916508480936634
1.9000000000000006,-0.2887035625630604,0.8627804918373573
2.0000000000000004,-0.37126892169592673,0.8256535996677646
2.1000000000000005,-0.44934087215265,0.7807195124524996
2.2000000000000006,-0.5221909135268461,0.7285004210998149
2.3000000000000007,-0.5891494603569765,0.6695854750641173
2.400000000000001,-0.6496118883690274,0.6046242862272145
2.500000000000001,-0.7030438776753324,0.5343198984596813
2.600000000000001,-0.7489860069874109,0.4594212977609402
2.700000000000001,-0.7870575607712695,0.3807155416838133
2.800000000000001,-0.816959519443209,0.2990195897394924
2.9000000000000012,-0.8384767110889452,0.21517191863059787
3.0000000000000013,-0.8514791117036442,0.13002400746023346
3.1000000000000014,-0.8559222939973041,0.04443177806050304
3.2000000000000015,-0.8518469977102072,-0.040752921710517684
3.3000000000000016,-0.8393779264010822,-0.12469071435062591
3.4000000000000017,-0.8187216387867803,-0.20656287822930394
3.5000000000000018,-0.7901637141111733,-0.28557924964042125
3.600000000000002,-0.7540651381304225,-0.3609857634534635
3.700000000000002,-0.7108579823974935,-0.43207156169321287
3.800000000000002,-0.6610404225062669,-0.4981756039438396
3.900000000000002,-0.6051711511645175,-0.5586927190602913
4.000000000000002,-0.5438632474036615,-0.6130790438006575
4.100000000000001,-0.4777775680109516,-0.6608568006017527
4.200000000000001,-0.4076157313459514,-0.7016183737363478
4.300000000000001,-0.334112767044254,-0.7350296504407733
4.4,-0.25802950769170063,-0.7608326012099433
4.5,-0.1801448003538038,-0.7788470812453238
4.6,-0.10124761685755741,-0.7889718429310795
4.699999999999999,-0.022129141944105007,-0.79118475712549
4.799999999999999,0.056425082153511205,-0.7855422489101388
4.899999999999999,0.13364287748972808,-0.772177961161166
4.999999999999998,0.20877294341290198,-0.7513006668198758
