x_grid,y_integrand
0.94921875,0.40716462583076457
0.9609375,0.398203196235585
0.97265625,0.3893255898305906
0.984375,0.3805345131559034
0.99609375,0.37183258432403915
1.0078125,0.3632223327795664
1.01953125,0.3547061990587663
1.03125,0.3462865345492923
1.04296875,0.33796560124982994
1.0546875,0.32974557152975525
1.06640625,0.3216285278887962
1.078125,0.3136164627166906
1.08984375,0.3057112780528464
1.1015625,0.29791478534600146
1.11328125,0.2902287052138826
1.125,0.2826546672028657
1.13671875,0.2751942095476347
1.1484375,0.26784877893084164
1.16015625,0.26061973024276613
1.171875,0.2535083263409749
1.18359375,0.24651573780998115
1.1953125,0.2396430427209045
1.20703125,0.23289122639113038
1.21875,0.2262611811439696
1.23046875,0.21975370606831784
1.2421875,0.21336950677831545
1.25390625,0.20710919517300688
1.265625,0.20097328919600024
1.27734375,0.19496221259512694
1.2890625,0.1890762946821012
1.30078125,0.18331577009217953
1.3125,0.17768077854382092
1.32421875,0.1721713645983454
1.3359375,0.1667874774195944
1.34765625,0.16152897053359
1.359375,0.15639560158819446
1.37109375,0.15138703211277021
1.3828125,0.14650282727783895
1.39453125,0.1417424556547414
1.40625,0.1371052889752967
1.41796875,0.13259060189146252
1.4296875,0.12819757173499405
1.44140625,0.1239252782771039
1.453125,0.11977270348812145
1.46484375,0.11573873129715272
1.4765625,0.11182214735173951
1.48828125,0.10802163877751952
1.5,0.10433579393788547
