x,y
2.0,1.0
2.06,1.05
2.115414,1.10565
2.16526026163104,1.167312874455
2.208525958790773,1.235324039729636
2.244190425100264,1.3099700982062132
2.2712544433910717,1.3914627108740043
2.2887756270196635,1.4799078685745826
2.295909398021831,1.5752713281372597
2.291954325849531,1.67734177406563
2.276399675366788,1.785694222112241
2.248972000707334,1.8996571983826616
2.2096766576731746,2.0182881309687657
2.15882940555281,2.1403619329933523
2.097073088111701,2.2643776503172797
2.025374969963949,2.3885870393915143
1.9450018091125858,2.511046907580132
1.857472130748836,2.629694101101621
1.7644881413990898,2.7424385713060837
1.6678527546483664,2.847266659620032
1.5693796249280354,2.9423444037123163
1.4708052955140893,3.0261099513620575
1.3737122158288155,3.0973453808575147
1.2794695255762778,3.155221171130885
1.1891955887193686,3.1993105793200938
1.1037429847154763,3.2295753517476222
1.023703740518865,3.2463276410653137
0.9494305336318111,3.2501751464674653
0.8810686274276955,3.241957165329465
0.8185933334162812,3.2226786445548026
0.7618485535939945,3.1934478750358415
0.7105830945385678,3.155421663512743
0.6644826561383385,3.109760044848752
0.6231964690213868,3.057591123334013
0.5863583779448737,2.999985566755957
0.5536027207264468,2.937939621957212
0.5245756646728572,2.8723652092616283
0.4989427904188928,2.8040855932401274
0.47639371585643986,2.7338352281013534
0.4566444815742867,2.662262562839008
0.43943831251508036,2.5899348100881703
0.42454525433806684,2.5173438987072223
0.41176107275541185,2.444913024058513
0.40090570774158557,2.373003373334588
0.39182149480775263,2.301920734510852
0.38437130229434396,2.2319217989415594
0.3784366851195888,2.1632200434183964
0.3739161192643291,2.095991132368252
0.3707233550369259,2.0303778192612185
0.36878590862346633,1.9664943521556113
0.3680436986986895,1.9044304048709617
0.3684478264208928,1.8442545651335611
0.3699594917605258,1.7860174161713966
0.37254903590303046,1.7297542501409378
0.37619509773985194,1.6754874515458495
0.38088387171839283,1.6232285872483665
0.38660845420312345,1.572980237335705
0.3933682657524016,1.5247375983713407
0.4011685371626904,1.4784898876927144
0.4100198476540911,1.4342215745808544
0.4199377040892047,1.3919134614274042
0.43094215058083396,1.3515436355201682
0.4430573982227,1.3130883097889048
0.4563114649551856,1.2765225688080453
0.4707358157491509,1.2418210345387009
0.48636499335637434,1.2089584646971674
0.5032362298418578,1.1779102952448375
0.521389028992243,1.1486531372861417
0.5408647095010068,1.1211652376167605
0.5617058985839606,1.0954269112632333
0.5839559654011082,1.07142095357628
0.607658383381113,1.0491330387622966
0.6328560102959903,1.0285521111384823
0.6595902747560808,1.009670774853389
0.6879002577362242,0.9924856873006562
0.7178216578592292,0.9769979609403052
0.7493856295178716,0.9632135776956527
0.7826174835882989,0.951143819474951
0.8175352415645455,0.9408057176276059
0.8541480355277006,0.9322225232275251
0.892454348570039,0.9254241989106222
0.9324400932547408,0.9204479314945776
0.9740765295511788,0.9173386626737956
1.0173180286040515,0.9161496325881263
1.0620996948446844,0.916942927865264
1.1083348665174766,0.9197900216657852
1.1559125238614885,0.9247722881268486
1.2046946451411455,0.9319814671987997
1.2545135636296836,0.9415200479841188
1.3051693936480762,0.9535015291161802
1.356427610921773,0.9680505032903252
1.408016891805755,0.9853024996972947
1.4596273371546158,1.0054035028680413
1.5109092293535265,1.0285090496074993
1.5614724945191427,1.0547827879034042
1.6108870649094895,1.0843943640584033
1.6586843573253898,1.117516488571605
1.7043600991532233,1.1543210200753706
1.7473787411811743,1.1949739034831175
1.7871796908873385,1.2396288080695959
1.8231855759998277,1.288419339167159
1.8548126994040324,1.3414497499592408
1.8814837662538926,1.398784164053117
1.9026428463945644,1.460434440708409
1.9177723759625516,1.5263469757350938
1.926411801388819,1.5963889302582763
1.928177233499599,1.6703346074881633
1.922781224287439,1.7478529352380134
1.9100515300168928,1.8284972288106798
1.889947518069309,1.91169856384622
1.8625727558637852,1.9967641334558004
1.8281823349982669,2.082881850526047
1.7871836717470855,2.1691321482507555
1.7401299062954287,2.254507418698989
1.6877055868549833,2.337938836926191
1.6307050222211876,2.41832951692016
1.57000443131696,2.494592145505524
1.5065296991664994,2.565688574368856
1.4412220499335004,2.630668447455355
1.375004176327856,2.6887038937094365
1.308749274973479,2.739117653161937
1.2432550436912537,2.781402682635977
1.1792240713375635,2.815232194190356
1.1172513058774136,2.840460062970525
1.057818545927984,2.8571124455543218
1.0012952731242395,2.865372149912057
0.9479446987244149,2.865557721888893
0.8979336645107898,2.8580993483621175
0.8513450012327162,2.8435135620145466
0.8081910653968225,2.8223784367617455
0.7684273921666576,2.795310566711633
0.7319656643592968,2.7629446988297572
0.698685460853871,2.7259164964916156
0.6684444820271516,2.6848485828470556
0.6410871389602146,2.6403397647188296
0.6164515323765101,2.5929571697652123
0.5943749396620465,2.543230932311373
0.5746979813423074,2.4916510222927655
0.5572676611428915,2.4386658118141846
0.5419394751326829,2.3846820008864165
0.5285787731029433,2.3300655664380328
0.517061535301626,2.2751434480339925
0.5072747043053093,2.2202057338458876
0.4991161881228786,2.1655081575102746
0.492494628396427,2.111274758481037
0.48732900776503263,2.0577005944380287
0.48354815347519325,2.0049544241643775
0.4810901801750897,1.9531813034364889
0.4799019033187458,1.9025050555239083
0.4799382454215579,1.8530305926086859
0.48116165020307633,1.8048460755447058
0.4835415140835406,1.7580249075710523
0.4870536402532985,1.712627563472674
0.4916797173344133,1.6687032597584155
0.4974068222698225,1.6262914741241463
0.5042269453169693,1.585423324129369
0.5121365337368281,1.5461228159109017
0.5211360498350295,1.5084079740989582
0.5312295383360763,1.47229186405209
0.5424241975838587,1.4377835172113032
0.5547299487098677,1.40488876988187
0.568158996657916,1.3736110251507583
0.5827253767764791,1.3439519469856156
0.5984444805729003,1.3159120948701686
0.6153325541621999,1.2894915066313688
0.633406162939005,1.2646902364170975
0.6526816160626455,1.2415088540940116
0.6731743444871404,1.2199489116516191
0.6948982265096536,1.200013381514482
0.717864855178443,1.1817070709688713
0.7420827424250631,1.1650370161886483
0.7675564555015192,1.150012858579215
0.794285682252239,1.136647205325866
0.822264222979036,1.1249559751076905
0.8514789082151489,1.1149587288901834
0.8819084436662931,1.1066789845046925
0.9135221859596869,1.1001445123225941
0.9462788557248255,1.095387607694889
0.9801251979701555,1.0924453339093783
1.0149946037717357,1.0913597271723845
1.0508057119993637,1.0921779525064534
1.0874610152049176,1.0949523964318084
1.1248454998982647,1.0997406788414577
1.1628253582191834,1.1066055625818785
1.2012468154180953,1.1156147349386152
1.239935125465458,1.1268404305706101
1.2786937953254174,1.1403588605750357
1.3173041066628388,1.156249407519367
1.3555250115922282,1.1745935417859854
1.3930934859636497,1.1954734109139664
1.4297254288843215,1.2189700514376176
1.4651171997733297,1.2451611728451764
1.4989478831186762,1.2741184667441876
1.5308823649390535,1.305904402335409
1.5605752922885674,1.340568483210216
1.5876759664624776,1.3781429616756364
1.6118341904338083,1.418638036521946
1.632707050346877,1.4620365992516466
1.649966559085874,1.508288642462231
1.663308027457859,1.557305501414705
1.6724589571762192,1.608954163429338
