t,x,y
10.0,1.8231855759998277,1.288419339167159
10.100000000000001,1.8548126994040324,1.3414497499592408
10.200000000000001,1.8814837662538926,1.398784164053117
10.3,1.9026428463945644,1.460434440708409
10.4,1.9177723759625516,1.5263469757350938
10.5,1.926411801388819,1.5963889302582763
10.600000000000001,1.928177233499599,1.6703346074881633
10.700000000000001,1.922781224287439,1.7478529352380134
10.8,1.9100515300168928,1.8284972288106798
10.9,1.889947518069309,1.91169856384622
11.0,1.8625727558637852,1.9967641334558004
11.100000000000001,1.8281823349982669,2.082881850526047
11.200000000000001,1.7871836717470855,2.1691321482507555
11.3,1.7401299062954287,2.254507418698989
11.4,1.6877055868549833,2.337938836926191
11.5,1.6307050222211876,2.41832951692016
11.600000000000001,1.57000443131696,2.494592145505524
11.700000000000001,1.5065296991664994,2.565688574368856
11.8,1.4412220499335004,2.630668447455355
11.9,1.375004176327856,2.6887038937094365
12.0,1.308749274973479,2.739117653161937
12.100000000000001,1.2432550436912537,2.781402682635977
12.200000000000001,1.1792240713375635,2.815232194190356
12.3,1.1172513058774136,2.840460062970525
12.4,1.057818545927984,2.8571124455543218
12.5,1.0012952731242395,2.865372149912057
12.600000000000001,0.9479446987244149,2.865557721888893
12.700000000000001,0.8979336645107898,2.8580993483621175
12.8,0.8513450012327162,2.8435135620145466
12.9,0.8081910653968225,2.8223784367617455
13.0,0.7684273921666576,2.795310566711633
13.100000000000001,0.7319656643592968,2.7629446988297572
13.200000000000001,0.698685460853871,2.7259164964916156
13.3,0.6684444820271516,2.6848485828470556
13.4,0.6410871389602146,2.6403397647188296
13.5,0.6164515323765101,2.5929571697652123
13.600000000000001,0.5943749396620465,2.543230932311373
13.700000000000001,0.5746979813423074,2.4916510222927655
13.8,0.5572676611428915,2.4386658118141846
13.9,0.5419394751326829,2.3846820008864165
14.0,0.5285787731029433,2.3300655664380328
14.100000000000001,0.517061535301626,2.2751434480339925
14.200000000000001,0.5072747043053093,2.2202057338458876
14.3,0.4991161881228786,2.1655081575102746
14.4,0.492494628396427,2.111274758481037
14.5,0.48732900776503263,2.0577005944380287
14.600000000000001,0.48354815347519325,2.0049544241643775
14.700000000000001,0.4810901801750897,1.9531813034364889
14.8,0.4799019033187458,1.9025050555239083
14.9,0.4799382454215579,1.8530305926086859
15.0,0.48116165020307633,1.8048460755447058
15.100000000000001,0.4835415140835406,1.7580249075710523
15.200000000000001,0.4870536402532985,1.712627563472674
15.3,0.4916797173344133,1.6687032597584155
15.4,0.4974068222698225,1.6262914741241463
15.5,0.5042269453169693,1.585423324129369
15.600000000000001,0.5121365337368281,1.5461228159109017
15.700000000000001,0.5211360498350295,1.5084079740989582
15.8,0.5312295383360763,1.47229186405209
15.9,0.5424241975838587,1.4377835172113032
16.0,0.5547299487098677,1.40488876988187
16.1,0.568158996657916,1.3736110251507583
16.2,0.5827253767764791,1.3439519469856156
16.3,0.5984444805729003,1.3159120948701686
16.400000000000002,0.6153325541621999,1.2894915066313688
16.5,0.633406162939005,1.2646902364170975
16.6,0.6526816160626455,1.2415088540940116
16.7,0.6731743444871404,1.2199489116516191
16.8,0.6948982265096536,1.200013381514482
16.900000000000002,0.717864855178443,1.1817070709688713
17.0,0.7420827424250631,1.1650370161886483
17.1,0.7675564555015192,1.150012858579215
17.2,0.794285682252239,1.136647205325866
17.3,0.822264222979036,1.1249559751076905
17.400000000000002,0.8514789082151489,1.1149587288901834
17.5,0.8819084436662931,1.1066789845046925
17.6,0.9135221859596869,1.1001445123225941
17.7,0.9462788557248255,1.095387607694889
17.8,0.9801251979701555,1.0924453339093783
17.900000000000002,1.0149946037717357,1.0913597271723845
18.0,1.0508057119993637,1.0921779525064534
18.1,1.0874610152049176,1.0949523964318084
18.2,1.1248454998982647,1.0997406788414577
18.3,1.1628253582191834,1.1066055625818785
18.400000000000002,1.2012468154180953,1.1156147349386152
18.5,1.239935125465458,1.1268404305706101
18.6,1.2786937953254174,1.1403588605750357
18.7,1.3173041066628388,1.156249407519367
18.8,1.3555250115922282,1.1745935417859854
18.900000000000002,1.3930934859636497,1.1954734109139664
19.0,1.4297254288843215,1.2189700514376176
19.1,1.4651171997733297,1.2451611728451764
19.200000000000003,1.4989478831186762,1.2741184667441876
19.3,1.5308823649390535,1.305904402335409
19.400000000000002,1.5605752922885674,1.340568483210216
19.5,1.5876759664624776,1.3781429616756364
19.6,1.6118341904338083,1.418638036521946
19.700000000000003,1.632707050346877,1.4620365992516466
19.8,1.649966559085874,1.508288642462231
19.900000000000002,1.663308027457859,1.557305501414705
20.0,1.6724589571762192,1.608954163429338
